Period Name,Prescriber Code,Prescriber Name,BNF Code,BNF Name,Total Items,Total Act Cost,Total Nic
3rd Quarter 2012/2013,5N800,PCT NOTTINGHAMSHIRE COUNTY TEACHING,1303,Top Local Anaesthetics & Antipruritics,664,"£3,396.18","£3,673.31"
3rd Quarter 2012/2013,5N800,PCT NOTTINGHAMSHIRE COUNTY TEACHING,1314,Topical Circulatory Preparations,490,"£2,227.53","£2,409.96"
3rd Quarter 2012/2013,5N800,PCT NOTTINGHAMSHIRE COUNTY TEACHING,1304,Topical Corticosteroids,"37,722","£152,258.48","£164,671.53"
3rd Quarter 2012/2013,5N800,PCT NOTTINGHAMSHIRE COUNTY TEACHING,2005,Tracheostomy & Laryngectomy Appliances,398,"£27,165.03","£29,459.85"
3rd Quarter 2012/2013,5N800,PCT NOTTINGHAMSHIRE COUNTY TEACHING,1106,Treatment Of Glaucoma,"27,459","£255,715.09","£276,460.96"
3rd Quarter 2012/2013,5N800,PCT NOTTINGHAMSHIRE COUNTY TEACHING,702,Treatment Of Vaginal & Vulval Conditions,"6,749","£46,508.93","£50,178.84"
3rd Quarter 2012/2013,5N800,PCT NOTTINGHAMSHIRE COUNTY TEACHING,2106,Trusses,28,£682.86,£740.36
3rd Quarter 2012/2013,5N800,PCT NOTTINGHAMSHIRE COUNTY TEACHING,2392,Tubing & Accessories,115,"£4,434.86","£4,810.01"
3rd Quarter 2012/2013,5N800,PCT NOTTINGHAMSHIRE COUNTY TEACHING,2280,Tubing And Accessories,626,"£7,600.95","£8,240.12"
3rd Quarter 2012/2013,5N800,PCT NOTTINGHAMSHIRE COUNTY TEACHING,2394,Two Piece Ostomy Systems,"2,497","£179,992.00","£195,195.43"
3rd Quarter 2012/2013,5N800,PCT NOTTINGHAMSHIRE COUNTY TEACHING,2290,Urinal Systems,34,£613.34,£655.25
3rd Quarter 2012/2013,5N800,PCT NOTTINGHAMSHIRE COUNTY TEACHING,2396,Urostomy Bags,365,"£50,759.22","£55,048.49"
3rd Quarter 2012/2013,5N800,PCT NOTTINGHAMSHIRE COUNTY TEACHING,1404,Vaccines And Antisera,"136,260","£861,971.67","£934,843.78"
3rd Quarter 2012/2013,5N800,PCT NOTTINGHAMSHIRE COUNTY TEACHING,2118,Vacuum Pumps for Erectile Dysfunction,45,"£3,471.51","£3,765.03"
3rd Quarter 2012/2013,5N800,PCT NOTTINGHAMSHIRE COUNTY TEACHING,2125,Vaginal Dilators,1,£31.97,£34.66
3rd Quarter 2012/2013,5N800,PCT NOTTINGHAMSHIRE COUNTY TEACHING,2123,Vaginal Moisturisers,603,"£4,654.48","£5,041.16"
3rd Quarter 2012/2013,5N800,PCT NOTTINGHAMSHIRE COUNTY TEACHING,2134,Vaginal PH Correction Products,10,£48.51,£52.50
3rd Quarter 2012/2013,5N800,PCT NOTTINGHAMSHIRE COUNTY TEACHING,1301,Vehicles and Emulsifying Agents,10,£41.38,£44.78
3rd Quarter 2012/2013,5N800,PCT NOTTINGHAMSHIRE COUNTY TEACHING,2120,Venous Ulcer Compression System,84,"£2,112.95","£2,290.89"
3rd Quarter 2012/2013,5N800,PCT NOTTINGHAMSHIRE COUNTY TEACHING,906,Vitamins,"63,994","£267,680.73","£286,219.04"
3rd Quarter 2012/2013,5N800,PCT NOTTINGHAMSHIRE COUNTY TEACHING,1914,Waters,20,£136.74,£147.83
3rd Quarter 2012/2013,5N800,PCT NOTTINGHAMSHIRE COUNTY TEACHING,2003,Wound Management & other Dressings,"22,756","£619,612.88","£671,844.47"
3rd Quarter 2012/2013,5N800,PCT NOTTINGHAMSHIRE COUNTY TEACHING,1313,Wound Management Products,62,"£1,745.11","£1,891.04"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2001,Absorbent Cottons,11,£25.74,£27.77
3rd Quarter 2012/2013,5J500,PCT OLDHAM,1906,Acids,31,£47.48,£48.69
3rd Quarter 2012/2013,5J500,PCT OLDHAM,1306,Acne and Rosacea,"2,286","£25,109.63","£27,200.43"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,104,Acute Diarrhoea,"1,952","£6,908.74","£7,391.24"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2310,Adhesive (Pastes/Sprays/Solutions),4,£98.16,£106.46
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2305,Adhesive Discs/Rings/Pads/Plasters,108,"£2,732.21","£2,963.19"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2136,Adhesive Dressing Remover Ster Silicone,16,£256.27,£277.76
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2315,Adhesive Removers (Sprays/Liquids/Wipes),292,"£4,965.77","£5,385.28"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,901,Anaemias + Other Blood Disorders,"23,122","£66,883.50","£70,634.08"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2128,Anal Irrigation System,54,"£6,713.40","£7,281.47"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2202,Anal Plugs,15,"£1,247.79","£1,353.35"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,407,Analgesics,"82,080","£633,886.27","£683,908.62"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,505,Anthelmintics,240,£301.63,£316.13
3rd Quarter 2012/2013,5J500,PCT OLDHAM,203,Anti-Arrhythmic Drugs,"1,069","£6,674.64","£7,194.48"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,1103,Anti-Infective Eye Preparations,"3,019","£6,168.52","£6,649.75"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,1310,Anti-Infective Skin Preparations,"5,155","£22,624.10","£24,470.07"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,501,Antibacterial Drugs,"53,301","£239,825.52","£258,445.16"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,208,Anticoagulants And Protamine,"7,636","£51,424.80","£55,275.76"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,403,Antidepressant Drugs,"59,745","£227,418.00","£244,310.04"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,408,Antiepileptics,"26,756","£563,709.57","£609,273.29"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,211,Antifibrinolytic Drugs & Haemostatics,456,"£4,242.67","£4,583.82"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,502,Antifungal Drugs,"2,835","£26,283.30","£28,450.85"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,304,"Antihist, Hyposensit & Allergic Emergen","14,066","£38,664.49","£41,271.99"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,1312,Antiperspirants,62,£211.86,£228.95
3rd Quarter 2012/2013,5J500,PCT OLDHAM,209,Antiplatelet Drugs,"42,247","£74,539.06","£79,728.74"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,504,Antiprotozoal Drugs,"6,377","£12,860.13","£13,778.06"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,103,Antisecretory Drugs+Mucosal Protectants,"65,223","£194,949.03","£209,758.11"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,102,Antispasmod.&Other Drgs Alt.Gut Motility,"5,731","£46,181.77","£49,682.41"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,503,Antiviral Drugs,641,"£8,707.29","£9,422.24"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2002,Arm Sling/Bandages,"1,223","£24,049.41","£26,072.37"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,308,Aromatic Inhalations,14,£9.34,£8.86
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2320,Bag Closures,7,£79.14,£85.83
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2325,Bag Covers,7,£176.89,£191.90
3rd Quarter 2012/2013,5J500,PCT OLDHAM,1907,Base/Dil/Susp Agents/Stabilisers,763,"£22,276.31","£23,888.38"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2330,Belts,62,"£1,574.37","£1,707.28"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,204,Beta-Adrenoceptor Blocking Drugs,"34,455","£69,685.46","£74,797.74"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,301,Bronchodilators,"43,304","£390,269.71","£422,595.42"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,404,CNS Stimulants and drugs used for ADHD,985,"£49,630.88","£53,779.28"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2113,Catheter Maintenance Solutions,83,"£2,085.13","£2,261.07"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2205,Catheter Valves,37,£566.86,£614.61
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2102,Catheters,851,"£59,289.58","£64,299.86"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2017,Cervical Collar,3,£6.68,£7.20
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2103,Chiropody Appliances,7,£15.45,£16.66
3rd Quarter 2012/2013,5J500,PCT OLDHAM,105,Chronic Bowel Disorders,"2,857","£94,810.38","£102,603.31"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2335,Colostomy Bags,282,"£44,356.25","£48,102.75"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,910,Compound Vit/Mineral Formulations,500,"£4,402.00","£4,746.88"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2104,Contraceptive Devices,45,£530.27,£574.93
3rd Quarter 2012/2013,5J500,PCT OLDHAM,703,Contraceptives,"7,423","£69,183.78","£74,876.30"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,1913,Cordials/Soft Drinks,7,£239.90,£260.13
3rd Quarter 2012/2013,5J500,PCT OLDHAM,1104,Corti'roids & Other Anti-Inflamm.Preps.,"2,549","£8,649.34","£9,301.29"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,603,Corticosteroids (Endocrine),"8,918","£71,066.72","£76,345.77"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,302,Corticosteroids (Respiratory),"27,571","£848,735.00","£920,211.14"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,309,Cough Preparations,"2,143","£2,261.33","£2,277.20"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,303,"Cromoglycate,Rel,Leukotriene Antagonists","3,107","£82,304.49","£89,211.58"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,801,Cytotoxic Drugs,237,"£3,174.53","£3,416.53"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2345,Deodorants,77,£509.34,£552.30
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2346,Discharge Solidifying Agents,20,£853.21,£898.32
3rd Quarter 2012/2013,5J500,PCT OLDHAM,202,Diuretics,"37,664","£59,609.08","£63,684.60"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,1201,Drugs Acting On The Ear,"2,197","£7,657.67","£8,276.48"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,1202,Drugs Acting On The Nose,"8,329","£75,740.60","£82,008.51"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,1203,Drugs Acting On The Oropharynx,"2,739","£12,327.35","£13,330.46"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,606,Drugs Affecting Bone Metabolism,"8,997","£33,122.00","£35,801.73"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,109,Drugs Affecting Intestinal Secretions,624,"£27,745.65","£30,046.37"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,802,Drugs Affecting The Immune Response,"1,496","£72,660.31","£78,710.80"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,704,Drugs For Genito-Urinary Disorders,"16,942","£313,716.58","£339,497.28"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,601,Drugs Used In Diabetes,"59,841","£953,662.88","£1,032,565.47"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,406,Drugs Used In Nausea And Vertigo,"11,208","£71,335.08","£76,690.87"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,1002,Drugs Used In Neuromuscular  Disorders,"1,478","£15,727.94","£16,935.50"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,409,Drugs Used In Park'ism/Related Disorders,"4,497","£84,048.84","£90,760.27"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,402,Drugs Used In Psychoses & Rel.Disorders,"12,454","£199,646.68","£215,546.76"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,1001,Drugs Used In Rheumatic Diseases & Gout,"35,846","£170,516.58","£183,494.24"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,410,Drugs Used In Substance Dependence,"8,625","£134,116.26","£144,907.15"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,411,Drugs for Dementia,"3,551","£106,570.82","£115,450.97"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,405,Drugs used in the Treatment of Obesity,711,"£21,766.60","£23,597.62"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2121,Dry Mouth Products,93,£535.49,£579.57
3rd Quarter 2012/2013,5J500,PCT OLDHAM,101,Dyspep&Gastro-Oesophageal Reflux Disease,"7,253","£36,295.73","£39,090.20"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2107,Elastic Hosiery,771,"£11,192.86","£12,130.01"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,1302,Emollient & Barrier Preparations,"17,578","£94,693.89","£102,454.05"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2122,Emollients,"2,357","£14,983.28","£16,220.19"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2130,Eye Products,799,"£7,889.30","£8,545.57"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2215,Faecal Collectors,2,£30.26,£32.82
3rd Quarter 2012/2013,5J500,PCT OLDHAM,902,Fluids And Electrolytes,"2,196","£13,177.06","£14,171.28"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,909,Foods,300,"£11,338.17","£12,271.58"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2004,Gauzes & Gauze Tissue,131,"£3,379.59","£3,664.44"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,1501,General Anaesthesia,214,"£2,841.77","£3,071.26"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,911,Health Supplements,126,"£2,005.67","£2,127.33"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,205,Hypertension and Heart Failure,"79,226","£324,530.20","£350,271.29"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,401,Hypnotics And Anxiolytics,"20,717","£154,725.52","£166,116.04"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,605,Hypothalamic&Pituitary Hormones&Antioest,474,"£71,561.68","£77,599.43"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2360,Ileostomy Bags,498,"£49,585.15","£53,768.07"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2240,Incontinence Sheath Fixing Strips & Adh,32,£440.14,£477.18
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2230,Incontinence Sheaths,251,"£13,915.83","£15,092.22"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2133,Indwelling Pleural Cath Drain System,1,£703.71,£763.20
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2132,Inhalation Solutions,34,£927.92,"£1,005.26"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2285,Insert For Female Stress Incont,3,£278.99,£302.61
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2116,Irrigation Solutions,356,"£2,425.59","£2,622.54"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2370,Irrigation Washout Appliances,3,£92.50,£78.61
3rd Quarter 2012/2013,5J500,PCT OLDHAM,106,Laxatives,"19,232","£81,656.68","£87,492.01"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2250,Leg Bags,608,"£19,374.11","£20,988.06"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2007,Lints,9,£36.53,£39.52
3rd Quarter 2012/2013,5J500,PCT OLDHAM,212,Lipid-Regulating Drugs,"88,406","£367,972.60","£397,280.48"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,1502,Local Anaesthesia,"2,774","£17,104.70","£18,523.10"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,107,Local Prepn for Anal & Rectal Disorders,"2,173","£14,117.14","£15,277.24"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2138,Low Friction Products,34,"£1,050.52","£1,139.01"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2114,Lubricant Gels,196,£594.40,£643.25
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2127,Lymphoedema Garments,202,"£9,527.98","£10,332.74"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,908,Metabolic Disorders,3,"£1,377.44","£1,494.00"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,905,Minerals,925,"£29,821.31","£31,902.09"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,1108,Miscellaneous Ophthalmic Preparations,"8,699","£29,115.31","£31,454.47"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,1315,Miscellaneous Topical Preparations,1,£74.31,£80.56
3rd Quarter 2012/2013,5J500,PCT OLDHAM,307,Mucolytics,"1,689","£29,119.25","£31,436.34"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,1105,Mydriatics And Cycloplegics,96,"£1,176.92","£1,274.09"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2124,Nasal Products,"1,177","£2,148.07","£2,314.08"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2260,Night Drainage Bags,"1,028","£11,705.49","£12,689.20"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,206,"Nit,Calc Block & Other Antianginal Drugs","53,153","£216,895.31","£233,815.89"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2119,Oral Film Forming Agents,28,£751.14,£814.32
3rd Quarter 2012/2013,5J500,PCT OLDHAM,904,Oral Nutrition,"11,376","£404,595.24","£437,040.83"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2101,Other Appliances,"10,520","£79,871.87","£86,470.10"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,607,Other Endocrine Drugs,126,"£6,796.81","£7,366.05"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,912,Other Health Supplements,138,"£3,842.55","£4,163.38"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,1905,Other Preparations,34,£176.58,£190.54
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2112,Peak Flow Meters,267,"£1,479.81","£1,601.58"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2141,Physical Debridement Device,17,£713.58,£773.75
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2129,Plantar Pressure Offloading Device,17,£381.59,£413.76
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2008,Plasters,8,£179.78,£194.88
3rd Quarter 2012/2013,5J500,PCT OLDHAM,201,Positive Inotropic Drugs,"3,867","£4,341.69","£4,593.96"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,1305,Preparations For Eczema And Psoriasis,"1,706","£70,453.06","£76,392.89"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,1307,Preparations For Warts And Calluses,615,"£5,069.89","£5,489.71"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2375,Pressure Plates/Shields,2,£12.66,£13.73
3rd Quarter 2012/2013,5J500,PCT OLDHAM,1902,Selective Preparations,"1,129","£40,955.70","£44,038.70"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,604,Sex Hormones,"5,778","£81,085.77","£87,756.98"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,803,Sex Hormones & Antag In Malig Disease,"2,468","£108,785.61","£117,890.93"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,1309,Shampoo&Other Preps For Scalp&Hair Cond,"2,348","£13,381.78","£14,482.98"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2020,Silk Garments,103,"£4,556.27","£4,939.09"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,1904,Single Substances,8,£23.91,£25.39
3rd Quarter 2012/2013,5J500,PCT OLDHAM,1311,"Skin Cleansers,Antiseptics & Desloughing",258,"£1,430.87","£1,546.46"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2014,"Skin Closure Strips, Sterile",25,£20.62,£22.25
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2380,Skin Fillers And Protectives,"2,953","£30,958.19","£33,504.83"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2385,Skin Protectors,131,"£7,203.50","£7,785.23"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,1003,Soft-Tissue Disorders & Topical Pain Rel,"10,133","£58,790.32","£63,630.51"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2009,Stockinette,"1,598","£15,430.52","£16,720.05"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2390,Stoma Caps/Dressings,10,£416.25,£451.48
3rd Quarter 2012/2013,5J500,PCT OLDHAM,1308,Sunscreens And Camouflagers,335,"£9,435.68","£9,961.35"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2010,Surgical Adhesive Tape,459,"£1,774.63","£1,920.40"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2011,Surgical Sutures,279,£611.41,£663.02
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2270,Suspensory Systems,1,£31.10,£33.75
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2012,Swabs,382,"£1,255.59","£1,357.46"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,207,Sympathomimetics,18,"£1,471.34","£1,595.37"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,310,Systemic Nasal Decongestants,683,"£1,355.64","£1,421.52"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,602,Thyroid And Antithyroid Drugs,"26,171","£81,337.56","£87,539.71"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,1303,Top Local Anaesthetics & Antipruritics,434,"£1,237.18","£1,327.69"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,1314,Topical Circulatory Preparations,189,£940.36,"£1,017.45"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,1304,Topical Corticosteroids,"16,784","£67,584.38","£73,079.74"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2005,Tracheostomy & Laryngectomy Appliances,122,"£9,406.56","£10,202.69"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,1106,Treatment Of Glaucoma,"7,357","£64,266.77","£69,590.93"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,702,Treatment Of Vaginal & Vulval Conditions,"2,304","£14,058.81","£15,196.45"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2106,Trusses,4,£105.43,£114.35
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2392,Tubing & Accessories,10,£290.54,£315.00
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2280,Tubing And Accessories,116,"£1,267.10","£1,373.53"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2394,Two Piece Ostomy Systems,397,"£31,195.81","£33,835.41"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2290,Urinal Systems,23,£303.35,£329.00
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2396,Urostomy Bags,241,"£33,742.83","£36,599.06"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,1404,Vaccines And Antisera,"44,676","£291,812.60","£316,467.84"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2118,Vacuum Pumps for Erectile Dysfunction,7,£680.73,£738.43
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2125,Vaginal Dilators,1,£31.95,£34.66
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2123,Vaginal Moisturisers,217,"£1,599.57","£1,732.08"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2134,Vaginal PH Correction Products,12,£95.65,£103.50
3rd Quarter 2012/2013,5J500,PCT OLDHAM,1301,Vehicles and Emulsifying Agents,5,£40.85,£44.24
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2120,Venous Ulcer Compression System,92,"£2,297.44","£2,490.99"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,906,Vitamins,"28,195","£133,076.63","£142,428.58"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,1914,Waters,5,£74.49,£80.72
3rd Quarter 2012/2013,5J500,PCT OLDHAM,2003,Wound Management & other Dressings,"6,504","£139,145.09","£150,859.29"
3rd Quarter 2012/2013,5J500,PCT OLDHAM,1313,Wound Management Products,97,"£3,574.49","£3,872.83"
3rd Quarter 2012/2013,5QE00,PCT OXFORDSHIRE,2001,Absorbent Cottons,14,£91.35,£98.95
3rd Quarter 2012/2013,5QE00,PCT OXFORDSHIRE,1906,Acids,36,£553.85,£598.84
3rd Quarter 2012/2013,5QE00,PCT OXFORDSHIRE,1306,Acne and Rosacea,"5,922","£61,502.93","£66,527.83"
3rd Quarter 2012/2013,5QE00,PCT OXFORDSHIRE,104,Acute Diarrhoea,"5,044","£19,689.30","£21,170.17"
3rd Quarter 2012/2013,5QE00,PCT OXFORDSHIRE,2310,Adhesive (Pastes/Sprays/Solutions),10,£155.96,£169.13
3rd Quarter 2012/2013,5QE00,PCT OXFORDSHIRE,2305,Adhesive Discs/Rings/Pads/Plasters,501,"£14,145.22","£15,342.44"
3rd Quarter 2012/2013,5QE00,PCT OXFORDSHIRE,2315,Adhesive Removers (Sprays/Liquids/Wipes),"1,694","£32,321.45","£35,024.26"
3rd Quarter 2012/2013,5QE00,PCT OXFORDSHIRE,901,Anaemias + Other Blood Disorders,"38,729","£52,725.21","£54,970.79"
3rd Quarter 2012/2013,5QE00,PCT OXFORDSHIRE,2128,Anal Irrigation System,149,"£19,527.81","£21,179.64"
3rd Quarter 2012/2013,5QE00,PCT OXFORDSHIRE,2202,Anal Plugs,14,"£1,129.10","£1,224.50"
3rd Quarter 2012/2013,5QE00,PCT OXFORDSHIRE,407,Analgesics,"155,618","£1,064,647.00","£1,148,787.52"
3rd Quarter 2012/2013,5QE00,PCT OXFORDSHIRE,505,Anthelmintics,565,£874.94,£933.26
3rd Quarter 2012/2013,5QE00,PCT OXFORDSHIRE,203,Anti-Arrhythmic Drugs,"3,345","£14,805.23","£15,926.74"
3rd Quarter 2012/2013,5QE00,PCT OXFORDSHIRE,1103,Anti-Infective Eye Preparations,"6,286","£13,649.88","£14,733.81"
3rd Quarter 2012/2013,5QE00,PCT OXFORDSHIRE,1310,Anti-Infective Skin Preparations,"10,391","£44,138.53","£47,750.98"
3rd Quarter 2012/2013,5QE00,PCT OXFORDSHIRE,501,Antibacterial Drugs,"112,149","£530,558.23","£571,954.75"
3rd Quarter 2012/2013,5QE00,PCT OXFORDSHIRE,208,Anticoagulants And Protamine,"30,018","£193,678.65","£209,351.77"
3rd Quarter 2012/2013,5QE00,PCT OXFORDSHIRE,403,Antidepressant Drugs,"152,374","£531,351.85","£570,468.14"
3rd Quarter 2012/2013,5QE00,PCT OXFORDSHIRE,408,Antiepileptics,"43,375","£792,882.98","£857,184.46"
3rd Quarter 2012/2013,5QE00,PCT OXFORDSHIRE,211,Antifibrinolytic Drugs & Haemostatics,"1,041","£10,537.05","£11,400.78"
3rd Quarter 2012/2013,5QE00,PCT OXFORDSHIRE,502,Antifungal Drugs,"4,759","£42,438.81","£45,951.09"
3rd Quarter 2012/2013,5QE00,PCT OXFORDSHIRE,304,"Antihist, Hyposensit & Allergic Emergen","23,413","£99,028.02","£106,645.43"
3rd Quarter 2012/2013,5QE00,PCT OXFORDSHIRE,1312,Antiperspirants,175,£797.09,£862.49
3rd Quarter 2012/2013,5QE00,PCT OXFORDSHIRE,209,Antiplatelet Drugs,"93,357","£124,196.98","£131,130.16"
3rd Quarter 2012/2013,5QE00,PCT OXFORDSHIRE,504,Antiprotozoal Drugs,"9,372","£19,360.57","£20,657.70"
