Period Name,Prescriber Code,Prescriber Name,BNF Code,BNF Name,Total Items,Total Act Cost,Total Nic
3rd Quarter 2012/2013,5AT00,PCT HILLINGDON,904,Oral Nutrition,"9,852","œ328,257.40","œ347,586.23"
3rd Quarter 2012/2013,5AT00,PCT HILLINGDON,2101,Other Appliances,"11,558","œ85,882.07","œ92,977.18"
3rd Quarter 2012/2013,5AT00,PCT HILLINGDON,607,Other Endocrine Drugs,119,"œ5,773.40","œ6,259.54"
3rd Quarter 2012/2013,5AT00,PCT HILLINGDON,912,Other Health Supplements,383,"œ7,539.02","œ8,142.89"
3rd Quarter 2012/2013,5AT00,PCT HILLINGDON,1905,Other Preparations,71,œ350.47,œ379.08
3rd Quarter 2012/2013,5AT00,PCT HILLINGDON,2112,Peak Flow Meters,230,"œ1,323.34","œ1,432.34"
3rd Quarter 2012/2013,5AT00,PCT HILLINGDON,2137,Pelvic Toning Devices,1,œ13.84,œ15.00
3rd Quarter 2012/2013,5AT00,PCT HILLINGDON,2141,Physical Debridement Device,3,œ85.65,œ92.85
3rd Quarter 2012/2013,5AT00,PCT HILLINGDON,2129,Plantar Pressure Offloading Device,33,œ779.21,œ844.76
3rd Quarter 2012/2013,5AT00,PCT HILLINGDON,2008,Plasters,5,œ35.91,œ38.88
3rd Quarter 2012/2013,5AT00,PCT HILLINGDON,201,Positive Inotropic Drugs,"4,903","œ4,468.95","œ4,505.91"
3rd Quarter 2012/2013,5AT00,PCT HILLINGDON,1305,Preparations For Eczema And Psoriasis,"1,409","œ51,013.28","œ55,310.98"
3rd Quarter 2012/2013,5AT00,PCT HILLINGDON,1307,Preparations For Warts And Calluses,360,"œ1,499.03","œ1,620.99"
3rd Quarter 2012/2013,5AT00,PCT HILLINGDON,2375,Pressure Plates/Shields,2,œ11.14,œ12.08
3rd Quarter 2012/2013,5AT00,PCT HILLINGDON,1902,Selective Preparations,"1,039","œ34,630.30","œ37,407.48"
3rd Quarter 2012/2013,5AT00,PCT HILLINGDON,604,Sex Hormones,"5,766","œ74,022.54","œ80,020.62"
3rd Quarter 2012/2013,5AT00,PCT HILLINGDON,803,Sex Hormones & Antag In Malig Disease,"2,387","œ100,043.42","œ108,274.19"
3rd Quarter 2012/2013,5AT00,PCT HILLINGDON,1309,Shampoo&Other Preps For Scalp&Hair Cond,"1,824","œ9,676.58","œ10,471.17"
3rd Quarter 2012/2013,5AT00,PCT HILLINGDON,2020,Silk Garments,1,œ27.65,œ29.97
3rd Quarter 2012/2013,5AT00,PCT HILLINGDON,1904,Single Substances,3,œ603.59,œ654.55
3rd Quarter 2012/2013,5AT00,PCT HILLINGDON,1311,"Skin Cleansers,Antiseptics & Desloughing",239,"œ1,693.17","œ1,743.71"
3rd Quarter 2012/2013,5AT00,PCT HILLINGDON,2014,"Skin Closure Strips, Sterile",14,œ60.76,œ64.86
3rd Quarter 2012/2013,5AT00,PCT HILLINGDON,2380,Skin Fillers And Protectives,"1,459","œ17,317.70","œ18,730.21"
3rd Quarter 2012/2013,5AT00,PCT HILLINGDON,2385,Skin Protectors,65,"œ4,230.50","œ4,588.66"
3rd Quarter 2012/2013,5AT00,PCT HILLINGDON,1003,Soft-Tissue Disorders & Topical Pain Rel,"6,855","œ34,820.23","œ37,675.85"
3rd Quarter 2012/2013,5AT00,PCT HILLINGDON,2009,Stockinette,"1,723","œ15,148.81","œ16,410.46"
3rd Quarter 2012/2013,5AT00,PCT HILLINGDON,2390,Stoma Caps/Dressings,18,"œ1,156.50","œ1,254.38"
3rd Quarter 2012/2013,5AT00,PCT HILLINGDON,1308,Sunscreens And Camouflagers,284,"œ7,559.41","œ7,953.56"
3rd Quarter 2012/2013,5AT00,PCT HILLINGDON,2010,Surgical Adhesive Tape,875,"œ2,256.95","œ2,437.48"
3rd Quarter 2012/2013,5AT00,PCT HILLINGDON,2011,Surgical Sutures,21,œ37.39,œ40.56
3rd Quarter 2012/2013,5AT00,PCT HILLINGDON,2270,Suspensory Systems,5,œ148.57,œ161.17
3rd Quarter 2012/2013,5AT00,PCT HILLINGDON,2012,Swabs,497,"œ1,415.69","œ1,528.01"
3rd Quarter 2012/2013,5AT00,PCT HILLINGDON,207,Sympathomimetics,8,"œ1,308.24","œ1,418.68"
3rd Quarter 2012/2013,5AT00,PCT HILLINGDON,310,Systemic Nasal Decongestants,219,œ509.03,œ537.48
3rd Quarter 2012/2013,5AT00,PCT HILLINGDON,602,Thyroid And Antithyroid Drugs,"30,673","œ90,414.71","œ96,759.65"
3rd Quarter 2012/2013,5AT00,PCT HILLINGDON,1303,Top Local Anaesthetics & Antipruritics,384,"œ1,299.04","œ1,396.08"
3rd Quarter 2012/2013,5AT00,PCT HILLINGDON,1314,Topical Circulatory Preparations,143,œ689.67,œ746.13
3rd Quarter 2012/2013,5AT00,PCT HILLINGDON,1304,Topical Corticosteroids,"13,848","œ62,906.94","œ68,046.18"
3rd Quarter 2012/2013,5AT00,PCT HILLINGDON,2005,Tracheostomy & Laryngectomy Appliances,119,"œ7,335.93","œ7,955.88"
3rd Quarter 2012/2013,5AT00,PCT HILLINGDON,1106,Treatment Of Glaucoma,"8,800","œ102,715.54","œ111,277.53"
3rd Quarter 2012/2013,5AT00,PCT HILLINGDON,702,Treatment Of Vaginal & Vulval Conditions,"2,322","œ16,785.47","œ18,152.85"
3rd Quarter 2012/2013,5AT00,PCT HILLINGDON,2106,Trusses,3,œ81.37,œ88.22
3rd Quarter 2012/2013,5AT00,PCT HILLINGDON,2392,Tubing & Accessories,2,œ62.22,œ67.50
3rd Quarter 2012/2013,5AT00,PCT HILLINGDON,2280,Tubing And Accessories,164,"œ1,634.46","œ1,772.04"
3rd Quarter 2012/2013,5AT00,PCT HILLINGDON,2394,Two Piece Ostomy Systems,253,"œ19,419.83","œ20,987.66"
3rd Quarter 2012/2013,5AT00,PCT HILLINGDON,2290,Urinal Systems,10,œ602.31,œ653.44
3rd Quarter 2012/2013,5AT00,PCT HILLINGDON,2396,Urostomy Bags,98,"œ15,695.00","œ17,023.35"
3rd Quarter 2012/2013,5AT00,PCT HILLINGDON,1404,Vaccines And Antisera,"45,131","œ304,044.48","œ329,453.53"
3rd Quarter 2012/2013,5AT00,PCT HILLINGDON,2118,Vacuum Pumps for Erectile Dysfunction,15,"œ1,196.94","œ1,297.96"
3rd Quarter 2012/2013,5AT00,PCT HILLINGDON,2125,Vaginal Dilators,3,œ78.03,œ84.58
3rd Quarter 2012/2013,5AT00,PCT HILLINGDON,2123,Vaginal Moisturisers,124,œ985.15,"œ1,066.88"
3rd Quarter 2012/2013,5AT00,PCT HILLINGDON,2134,Vaginal PH Correction Products,8,œ53.33,œ57.75
3rd Quarter 2012/2013,5AT00,PCT HILLINGDON,1301,Vehicles and Emulsifying Agents,"1,770","œ5,843.14","œ6,313.30"
3rd Quarter 2012/2013,5AT00,PCT HILLINGDON,2120,Venous Ulcer Compression System,71,"œ1,751.93","œ1,899.33"
3rd Quarter 2012/2013,5AT00,PCT HILLINGDON,906,Vitamins,"29,235","œ150,384.47","œ151,716.40"
3rd Quarter 2012/2013,5AT00,PCT HILLINGDON,1914,Waters,3,œ13.50,œ14.60
3rd Quarter 2012/2013,5AT00,PCT HILLINGDON,2003,Wound Management & other Dressings,"6,204","œ164,132.07","œ177,954.47"
3rd Quarter 2012/2013,5AT00,PCT HILLINGDON,1313,Wound Management Products,12,œ188.34,œ203.16
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,2001,Absorbent Cottons,5,œ36.67,œ39.71
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,1906,Acids,52,"œ1,151.12","œ1,244.31"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,2135,Acne Treatment,3,œ83.94,œ91.00
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,1306,Acne and Rosacea,"2,640","œ27,878.72","œ30,182.97"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,104,Acute Diarrhoea,"1,178","œ3,674.06","œ3,927.60"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,2310,Adhesive (Pastes/Sprays/Solutions),5,œ119.72,œ129.84
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,2305,Adhesive Discs/Rings/Pads/Plasters,92,"œ2,795.63","œ3,032.03"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,2315,Adhesive Removers (Sprays/Liquids/Wipes),443,"œ7,546.89","œ8,064.33"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,901,Anaemias + Other Blood Disorders,"19,252","œ36,001.90","œ37,613.74"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,2128,Anal Irrigation System,9,"œ1,206.63","œ1,309.12"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,2202,Anal Plugs,1,œ79.77,œ86.50
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,407,Analgesics,"46,384","œ266,597.80","œ287,137.08"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,505,Anthelmintics,245,œ412.21,œ439.48
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,203,Anti-Arrhythmic Drugs,"1,509","œ5,224.90","œ5,565.50"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,1103,Anti-Infective Eye Preparations,"2,358","œ4,963.63","œ5,352.15"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,1310,Anti-Infective Skin Preparations,"4,329","œ20,373.03","œ22,039.31"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,501,Antibacterial Drugs,"44,817","œ165,975.71","œ178,891.39"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,208,Anticoagulants And Protamine,"7,849","œ43,978.43","œ47,484.27"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,403,Antidepressant Drugs,"33,883","œ128,747.02","œ137,962.75"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,408,Antiepileptics,"15,783","œ333,753.46","œ360,810.96"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,211,Antifibrinolytic Drugs & Haemostatics,422,"œ3,884.01","œ4,200.83"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,502,Antifungal Drugs,"1,717","œ14,817.68","œ16,036.69"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,304,"Antihist, Hyposensit & Allergic Emergen","11,332","œ39,808.50","œ42,651.64"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,1312,Antiperspirants,58,œ215.52,œ233.00
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,209,Antiplatelet Drugs,"37,373","œ59,214.70","œ62,280.32"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,504,Antiprotozoal Drugs,"2,839","œ6,338.91","œ6,720.66"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,103,Antisecretory Drugs+Mucosal Protectants,"43,841","œ104,914.20","œ111,953.31"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,102,Antispasmod.&Other Drgs Alt.Gut Motility,"2,824","œ21,231.82","œ22,842.89"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,503,Antiviral Drugs,634,"œ8,326.41","œ9,007.94"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,2002,Arm Sling/Bandages,439,"œ8,688.67","œ9,419.21"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,308,Aromatic Inhalations,28,œ28.74,œ30.80
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,2140,Bacterial Decolonisation Products,2,œ21.09,œ22.84
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,2320,Bag Closures,3,œ11.49,œ12.47
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,2325,Bag Covers,4,œ137.48,œ149.14
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,1907,Base/Dil/Susp Agents/Stabilisers,342,"œ6,383.65","œ6,914.89"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,2330,Belts,27,"œ1,187.68","œ1,268.76"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,204,Beta-Adrenoceptor Blocking Drugs,"28,064","œ55,118.02","œ58,670.71"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,301,Bronchodilators,"25,535","œ215,716.47","œ233,534.13"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,404,CNS Stimulants and drugs used for ADHD,486,"œ21,300.61","œ23,087.00"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,2113,Catheter Maintenance Solutions,124,"œ3,606.72","œ3,911.39"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,2205,Catheter Valves,22,œ377.69,œ369.47
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,2102,Catheters,520,"œ46,303.01","œ50,219.67"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,2017,Cervical Collar,2,œ4.65,œ5.02
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,2103,Chiropody Appliances,26,œ40.39,œ43.46
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,105,Chronic Bowel Disorders,"1,748","œ81,810.66","œ88,628.76"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,2335,Colostomy Bags,258,"œ42,490.40","œ46,086.33"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,910,Compound Vit/Mineral Formulations,227,"œ1,566.37","œ1,684.87"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,2104,Contraceptive Devices,73,œ811.53,œ879.73
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,703,Contraceptives,"7,210","œ71,390.21","œ77,294.99"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,1104,Corti'roids & Other Anti-Inflamm.Preps.,"2,483","œ9,503.62","œ10,273.60"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,603,Corticosteroids (Endocrine),"6,022","œ48,755.88","œ52,426.74"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,302,Corticosteroids (Respiratory),"15,055","œ500,869.76","œ543,069.65"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,309,Cough Preparations,"2,585","œ2,742.08","œ2,818.07"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,303,"Cromoglycate,Rel,Leukotriene Antagonists","1,543","œ48,704.50","œ52,784.60"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,801,Cytotoxic Drugs,94,"œ4,187.74","œ4,533.38"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,2345,Deodorants,100,œ926.22,"œ1,004.39"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,2346,Discharge Solidifying Agents,14,œ503.37,œ505.81
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,202,Diuretics,"29,709","œ51,513.69","œ54,434.50"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,1201,Drugs Acting On The Ear,"2,113","œ7,468.54","œ8,072.40"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,1202,Drugs Acting On The Nose,"5,981","œ40,921.74","œ44,304.59"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,1203,Drugs Acting On The Oropharynx,"1,750","œ8,085.55","œ8,702.51"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,606,Drugs Affecting Bone Metabolism,"7,622","œ31,918.39","œ34,378.98"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,109,Drugs Affecting Intestinal Secretions,535,"œ26,109.72","œ28,286.14"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,802,Drugs Affecting The Immune Response,"1,125","œ45,155.66","œ48,914.53"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,704,Drugs For Genito-Urinary Disorders,"13,267","œ230,908.21","œ249,702.48"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,601,Drugs Used In Diabetes,"55,162","œ886,939.11","œ959,923.63"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,406,Drugs Used In Nausea And Vertigo,"6,642","œ36,587.08","œ39,331.02"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,1002,Drugs Used In Neuromuscular  Disorders,"1,056","œ8,481.89","œ9,116.49"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,409,Drugs Used In Park'ism/Related Disorders,"4,582","œ67,268.48","œ72,550.40"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,402,Drugs Used In Psychoses & Rel.Disorders,"9,834","œ200,278.15","œ216,073.74"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,1001,Drugs Used In Rheumatic Diseases & Gout,"20,620","œ89,345.82","œ95,947.92"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,410,Drugs Used In Substance Dependence,"2,493","œ59,838.82","œ64,822.92"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,411,Drugs for Dementia,"1,400","œ22,736.37","œ24,545.26"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,405,Drugs used in the Treatment of Obesity,512,"œ16,796.00","œ18,208.29"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,2121,Dry Mouth Products,47,œ330.89,œ358.20
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,101,Dyspep&Gastro-Oesophageal Reflux Disease,"4,409","œ25,648.88","œ27,630.98"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,2107,Elastic Hosiery,693,"œ8,881.68","œ9,615.76"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,1302,Emollient & Barrier Preparations,"16,733","œ91,152.38","œ98,628.27"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,2122,Emollients,"1,609","œ8,490.24","œ9,187.15"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,2130,Eye Products,"1,163","œ10,269.69","œ11,122.93"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,902,Fluids And Electrolytes,"1,828","œ11,140.37","œ11,965.19"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,909,Foods,125,"œ9,410.22","œ10,205.18"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,2004,Gauzes & Gauze Tissue,40,œ727.14,œ788.21
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,1501,General Anaesthesia,84,"œ1,021.06","œ1,105.03"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,911,Health Supplements,97,"œ3,248.30","œ3,427.36"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,205,Hypertension and Heart Failure,"65,149","œ236,786.19","œ254,367.11"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,401,Hypnotics And Anxiolytics,"13,811","œ56,106.99","œ59,728.40"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,605,Hypothalamic&Pituitary Hormones&Antioest,239,"œ18,247.50","œ19,779.40"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,2360,Ileostomy Bags,304,"œ34,762.03","œ37,702.73"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,2240,Incontinence Sheath Fixing Strips & Adh,5,œ139.01,œ150.75
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,2230,Incontinence Sheaths,107,"œ6,336.58","œ6,831.89"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,2132,Inhalation Solutions,10,œ246.15,œ266.88
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,2116,Irrigation Solutions,322,"œ2,443.08","œ2,643.03"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,2370,Irrigation Washout Appliances,8,œ651.32,œ706.28
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,106,Laxatives,"16,634","œ58,604.93","œ62,507.05"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,2250,Leg Bags,299,"œ9,607.79","œ10,378.54"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,2007,Lints,2,œ21.67,œ23.48
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,212,Lipid-Regulating Drugs,"63,705","œ231,576.27","œ248,740.36"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,1502,Local Anaesthesia,829,"œ18,733.21","œ20,295.11"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,107,Local Prepn for Anal & Rectal Disorders,"2,065","œ19,140.72","œ20,729.73"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,2114,Lubricant Gels,110,œ569.87,œ617.15
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,2127,Lymphoedema Garments,196,"œ10,178.23","œ11,037.50"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,908,Metabolic Disorders,20,"œ4,259.15","œ4,619.24"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,905,Minerals,"1,027","œ36,066.92","œ38,907.05"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,1108,Miscellaneous Ophthalmic Preparations,"6,887","œ35,455.34","œ38,341.91"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,1315,Miscellaneous Topical Preparations,9,"œ1,262.23","œ1,367.36"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,307,Mucolytics,972,"œ25,525.12","œ27,472.98"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,1105,Mydriatics And Cycloplegics,84,"œ1,111.57","œ1,204.49"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,2124,Nasal Products,947,"œ1,332.77","œ1,432.94"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,2260,Night Drainage Bags,384,"œ4,996.26","œ5,336.34"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,206,"Nit,Calc Block & Other Antianginal Drugs","42,541","œ149,465.09","œ160,318.31"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,2119,Oral Film Forming Agents,10,œ527.02,œ571.40
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,904,Oral Nutrition,"7,153","œ276,966.72","œ298,879.20"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,2101,Other Appliances,"8,615","œ65,403.21","œ70,798.56"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,607,Other Endocrine Drugs,70,"œ2,471.31","œ2,678.55"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,912,Other Health Supplements,103,"œ3,722.41","œ3,997.44"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,1905,Other Preparations,80,œ458.25,œ488.70
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,2108,Oxygen Masks,4,œ4.42,œ4.79
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,2112,Peak Flow Meters,161,œ916.64,œ992.05
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,2137,Pelvic Toning Devices,1,œ13.84,œ15.00
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,2141,Physical Debridement Device,8,œ496.59,œ538.53
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,2129,Plantar Pressure Offloading Device,1,œ31.79,œ34.48
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,2008,Plasters,55,œ571.13,œ618.74
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,201,Positive Inotropic Drugs,"3,583","œ3,384.50","œ3,431.80"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,1305,Preparations For Eczema And Psoriasis,"1,449","œ56,672.38","œ61,447.10"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,1307,Preparations For Warts And Calluses,478,"œ2,387.69","œ2,582.66"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,1902,Selective Preparations,786,"œ24,176.70","œ25,709.97"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,604,Sex Hormones,"6,004","œ89,562.05","œ96,879.67"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,803,Sex Hormones & Antag In Malig Disease,"2,091","œ64,427.66","œ69,793.18"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,1309,Shampoo&Other Preps For Scalp&Hair Cond,"1,727","œ10,975.08","œ11,880.89"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,2020,Silk Garments,4,œ406.33,œ440.69
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,1904,Single Substances,3,œ13.47,œ14.47
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,1311,"Skin Cleansers,Antiseptics & Desloughing",263,"œ1,508.20","œ1,630.33"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,2014,"Skin Closure Strips, Sterile",19,œ49.00,œ52.96
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,2380,Skin Fillers And Protectives,904,"œ11,096.97","œ11,977.54"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,2385,Skin Protectors,46,"œ2,943.09","œ3,192.39"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,1003,Soft-Tissue Disorders & Topical Pain Rel,"7,000","œ30,288.61","œ32,758.65"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,2009,Stockinette,617,"œ4,193.43","œ4,540.38"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,2390,Stoma Caps/Dressings,8,œ388.36,œ421.22
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,1308,Sunscreens And Camouflagers,202,"œ5,856.63","œ6,094.07"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,2010,Surgical Adhesive Tape,235,œ704.37,œ761.06
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,2011,Surgical Sutures,80,œ130.89,œ141.96
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,2270,Suspensory Systems,2,œ87.14,œ94.50
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,2012,Swabs,218,œ959.74,"œ1,038.14"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,207,Sympathomimetics,21,"œ1,267.24","œ1,374.29"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,310,Systemic Nasal Decongestants,376,œ553.42,œ581.33
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,602,Thyroid And Antithyroid Drugs,"26,331","œ91,812.70","œ98,608.80"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,1303,Top Local Anaesthetics & Antipruritics,371,"œ1,952.13","œ2,110.50"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,1314,Topical Circulatory Preparations,134,œ546.10,œ590.52
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,1304,Topical Corticosteroids,"14,477","œ67,990.29","œ73,551.05"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,2005,Tracheostomy & Laryngectomy Appliances,100,"œ9,250.27","œ10,033.84"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,1106,Treatment Of Glaucoma,"7,193","œ84,704.06","œ91,767.30"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,702,Treatment Of Vaginal & Vulval Conditions,"1,796","œ10,547.65","œ11,397.33"
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,2106,Trusses,1,œ20.56,œ22.28
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,2392,Tubing & Accessories,3,œ186.71,œ202.50
3rd Quarter 2012/2013,5HY00,PCT HOUNSLOW,2280,Tubing And Accessories,50,œ576.26,œ624.34
